,text,labels
185,"In contrast , treatment with a low concentration ( 20 nm ) of CPT induced cell cycle arrest and senescence of the wt HCT116 cells , but apoptosis of the p53(-/-) HCT116 and p21(-/-) HCT116 cells .
","Resisting cell death--Apoptosis,Sustaining proliferative signaling--Cell cycle,Enabling replicative immortality--Senescence"
186,"Further investigations indicated that p53-dependent expression of p21 blocked apoptosis of wt HCT116 cells treated with 20 nm , but not 250 nm CPT .
",Resisting cell death--Apoptosis
187,"Interestingly , blocking of the apoptotic pathway , by Z-VAD-FMK , in p21(-/-) HCT116 cells following treatment with 20 nm CPT did not permit the cells to develop properties of senescence .
","Enabling replicative immortality--Senescence,Resisting cell death--Apoptosis"
188,"These observations demonstrated that p21 was required for senescence development of HCT116 cells following treatment with low concentrations of CPT .
",Enabling replicative immortality--Senescence
189,"OBJECTIVE To elucidate the direct effects of gonadotropin-releasing hormone agonist ( GnRHa ) on the growth of human uterine leiomyoma cells , cell proliferation and apoptosis in cultured leiomyoma cells treated with GnRHa were investigated .
",
190,"METHODS Isolated leiomyoma cells were subcultured in DMEM supplemented with 10% FBS for 5 days and stepped down to serum-free conditions for an additional 6 days in the presence or absence of graded concentrations of GnRHa ( 10(-9) mol/l to 10(-12) mol/l ) .
",
191,"The effects of GnRHa on the number of viable cells , expression of proliferating cell nuclear antigen ( PCNA ) , Fas and Fas ligand , and apoptosis in cultured leiomyoma cells were examined by MTT ( 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyl tetrasodium bromide ) assay , immunocytochemical analysis , Western blot analysis and TUNEL assay respectively .
",
192,"RT-PCR was performed to detect the expression of GnRH receptor mRNA in cultured leiomyoma cells .
",
193,"RESULTS Treatment with GnRHa resulted in a decrease in the number of cultured viable leiomyoma cells assessed by MTT assay in a dose-dependent manner compared with that in control cultures ( P<0.01 ) .
",
194,"The growth inhibition of cultured leiomyoma cells treated with GnRHa in concentrations higher than 10(-10) mol/l was associated with the suppression of the proliferative potential characterized by a decrease in PCNA-positive rate of the cultured cells ( P<0.01 ) and an increase in the apoptosis-positive rate assessed by TUNEL assay ( P<0.05 and P<0.01 ) .
","Resisting cell death--Apoptosis,Sustaining proliferative signaling--"
195,"GnRHa markedly increased the expression of Fas and induced the expression of Fas ligand in the cultured leiomyoma cells on the basis of Western blot analysis .
",Resisting cell death--Apoptosis
196,"These direct effects of GnRHa on the number of viable cultured leiomyoma cells , PCNA-positive rate , apoptosis-positive rate and Fas/Fas ligand expression in the cultured leiomyoma cells were only attained after the 4-day treatment .
",Resisting cell death--Apoptosis
197,"RT-PCR analysis revealed that GnRH receptor mRNA was expressed in cultured leiomyoma cells .
",
198,"CONCLUSIONS The present results demonstrate that GnRHa directly inhibits the growth of human uterine leiomyoma cells by suppressing cell proliferation and inducing apoptosis , which might be associated with the increase in Fas expression and the induction of Fas ligand expression in the cells .
",Resisting cell death--Apoptosis
199,"AIMS Tumour cell growth results from a disturbance in the balance between the rate of proliferation and cell death .
",
200,"In this study , proteins involved in the regulation of cell cycle arrest and apoptosis were studied as possible factors responsible for uncontrolled cell growth in colorectal cancer .
",
201,"METHODS The expression of proteins involved in these processes was investigated in 48 metastases from patients with colorectal cancer and compared with eight normal colon mucosa samples and 14 primary tumours .
",
202,"Both primary tumours and metastases were obtained from eight patients .
",
203,"The expression of thymidylate synthase ( TS ) , p53 , retinoblastoma protein ( Rb ) , Fas receptor , Fas ligand , bcl-2 , mcl-1 , bax , and bcl-x was measured using immunohistochemistry .
",
204,"Proliferation was determined by Ki67 staining , whereas apoptosis was assessed by M30 immunostaining , which recognises cleaved cytokeratin 18 .
",
205,"RESULTS In the limited number of cases in which paired comparisons were possible , the expression of TS and Ki67 was significantly higher in metastases than in the matched primary tumour samples ( p = 0.014 and 0.016 , respectively ) , whereas Rb expression was lower in metastases than in primary tumours ( p = 0.024 ) .
","Activating invasion and metastasis--Metastasis,Sustaining proliferative signaling--"
206,"Fas receptor expression was high in normal mucosa but absent in primary tumours and metastases , whereas the opposite was seen for p53 .
","Resisting cell death--Apoptosis,Activating invasion and metastasis--Metastasis"
207,"The expression of bax , mcl-1 , and bcl-x in normal mucosa was more apical than that seen in malignant cells , where a more diffuse expression pattern was seen ( p < 0.04 ) .
",
208,"Apoptosis was more abundant in primary tumours than in metastases .
","Resisting cell death--Apoptosis,Activating invasion and metastasis--Metastasis"
209,"CONCLUSIONS These results demonstrate that proliferation and apoptosis are disturbed during colorectal cancer progression , and this is accompanied by loss of Rb and Fas expression , the accumulation of p53 and TS , and changes in the expression patterns of bax , mcl-1 , and bcl-xl .
","Resisting cell death--Apoptosis,Sustaining proliferative signaling--"
210,"It is well known that cell-mediated immunity is suppressed in patients with neoplastic diseases .
",
211,"We have reported that soluble receptors for interleukin-2 ( sIL-2R ) and tumor necrosis factor ( sTNF-R1 ) are elevated in the serum of patients with advanced colorectal cancer .
",
212,"The presence of these soluble receptors and immunosuppressive cytokines , including interleukin-10 ( IL-10 ) , might be important in the mechanisms of immunosuppression. cis-Diaminedichloroplatinum ( cisplatin ) has been reported to immunomodulate , especially when used in low dose in combination with 5-Fluorouracil ( 5-FU ) .
",
213,"In this study , cisplatin and UFT , a form of uracil and tegafur which is a prodrug of 5-FU , were administered with immunomodulator Polysaccharide K ( PSK ) to ten patients with colorectal cancer , who showed distant metastasis in the liver or lung , and the serum levels of sIL-2R and sTNF-R1 and the production of gamma-interferon ( gamma-INF ) and interleukin-10 by peripheral blood mononuclear cells were measured .
",Activating invasion and metastasis--Metastasis
214,"The serum concentrations of sIL-2R and the production of IL-10 were reduced ( p < 0.05 ) after 2 months of treatment .
",
215,"Thus , this combination appeared to have immunomodulative potential in patients with advanced colorectal cancer .
",Avoiding immune destruction--Immune response
216,"Often the use of cytotoxic drugs in cancer therapy results in stable disease rather than regression of the tumor , and this is typically seen as a failure of treatment .
",
217,"We now show that DNA damage is able to induce senescence in tumor cells expressing wild-type p53 .
","Genomic instability and mutation--DNA damage--,Enabling replicative immortality--Senescence"
218,"We also show that cytotoxics are capable of inducing senescence in tumor tissue in vivo .
",Enabling replicative immortality--Senescence
219,"Our results suggest that p53 and p21 play a central role in the onset of senescence , whereas p16(INK4a) function may be involved in maintaining senescence .
",Enabling replicative immortality--Senescence
220,"Thus , like apoptosis , senescence appears to be a p53-induced cellular response to DNA damage and an important factor in determining treatment outcome .
","Resisting cell death--Apoptosis,Enabling replicative immortality--Senescence,Genomic instability and mutation--DNA damage--"
221,"Senescence limits the proliferative capacity of primary cells in culture .
",
222,"We describe here a genetic screen to identify genes that allow bypass of this checkpoint .
",
223,"Using retroviral cDNA expression libraries , we identify BCL6 as a potent inhibitor of senescence .
",Enabling replicative immortality--Senescence
224,"BCL6 is frequently activated in non-Hodgkin's lymphoma , but its mechanism of action has remained unclear .
",
225,"BCL6 efficiently immortalizes primary mouse embryonic fibroblasts and cooperates with RAS in oncogenic transformation .
",Enabling replicative immortality--Immortalization
226,"BCL6 overrides the senescence response downstream of p53 through a process that requires induction of cyclin D1 expression , as cyclin D1 knockout fibroblasts are specifically resistant to BCL6 immortalization .
","Enabling replicative immortality--Senescence,Enabling replicative immortality--Immortalization,Sustaining proliferative signaling--Cell cycle"
